Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(mBar)	External_Pressure_(mBar)	1_amu	2_amu_(Hydrogen)	15_amu_(Methanol_/_CH3OH)	18_amu_(Water)	28_amu_(Nitrogen)	29_amu_(Methanol_/_CH3OH)	30_amu_(Methanol_/_CH3OH)	31_amu_(Methanol_/_CH3OH)	32_amu_(Oxygen)	40_amu_(Argon)	44_amu_(CO2)	Periph:_Digital_In_0	Periph:_Digital_In_1	Periph:_Digital_In_13	Periph:_Digital_In_14	Periph:_Digital_In_15	Periph:_Digital_In_16	Periph:_Digital_In_17	Periph:_Digital_Out_2	Periph:_Digital_Out_3	Periph:_Digital_Out_4	Periph:_Digital_Out_5	Periph:_Digital_Out_6	Periph:_Digital_Out_7	Periph:_Digital_Out_8	Periph:_Digital_Out_9	Periph:_Digital_Out_10	Periph:_Digital_Out_11	Sig:_CO2_in_%	Sig:_N2_in_%	Sig:_H2_in_%	Sig:_H2O_in_%	Sig:_MeOH_in_%	Sig:_O2_in_%	Sample	MeOH Molarity [M]	Current [mA]
5.7620000000000005	1606486320.39	2020/11/27_15:12:00.390	1	3	5.748152489e-06	7.296797321e-06	1.5970944009999998e-10	3.911903093e-11	2.2898438349999998e-11	1.839487118e-09	5.5039027560000004e-08	4.491670091e-10	2.932149315e-11	1.5322255619999998e-11	1.1598289440000001e-08	7.676176361000001e-10	5.24325583e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.74389005	78.08694882	0.2820890799	16.45514236	0.7330842559	16.45514236	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6.212999999999999	1606486320.841	2020/11/27_15:12:00.841	1	3	5.748619514999999e-06	7.117252607999999e-06	1.8004539530000003e-10	3.9320217219999995e-11	2.311022207e-11	1.8426322690000001e-09	5.525000901e-08	4.4973066940000004e-10	2.8027835259999998e-11	1.527753618e-11	1.156270191e-08	7.718390371000001e-10	5.213997567e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7376479322	78.16469873	0.3103465016	16.35827988	0.7302155757	16.35827988	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
6.664	1606486321.292	2020/11/27_15:12:01.292	1	3	5.752403922e-06	7.285614174e-06	1.890877593e-10	3.971956444e-11	2.3662924050000002e-11	1.8537275050000001e-09	5.541375359e-08	4.521185648e-10	2.8978137599999997e-11	1.571884636e-11	1.159258911e-08	7.801931322999999e-10	5.220522903e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7362015239	78.14483452	0.3226655712	16.34794431	0.7339821163	16.34794431	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7.115	1606486321.7429998	2020/11/27_15:12:01.743	1	3	5.754080576e-06	7.307990472e-06	1.766816693e-10	3.958182393e-11	2.272078185e-11	1.836400587e-09	5.493714639e-08	4.488175387e-10	2.8479054180000002e-11	1.546555418e-11	1.151824414e-08	7.835746496e-10	5.122867686000001e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7285141457	78.12516490000002	0.3075445701	16.3798956	0.7330593501	16.3798956	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7.566	1606486322.194	2020/11/27_15:12:02.194	1	3	5.752333890999999e-06	7.285614174e-06	1.58927288e-10	3.920322053e-11	2.305721239e-11	1.8325535530000002e-09	5.49189707e-08	4.4634199110000003e-10	2.924467266e-11	1.598427293e-11	1.15492087e-08	7.793178325000001e-10	5.114108026e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7274254672	78.11617924	0.2818187981	16.4274757	0.7320017878	16.4274757	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8.017000000000001	1606486322.645	2020/11/27_15:12:02.645	1	3	5.745971066e-06	7.210609965e-06	1.599370358e-10	3.994008249e-11	2.284783474e-11	1.819862261e-09	5.479883924e-08	4.474316473e-10	2.79317923e-11	1.511797458e-11	1.148292395e-08	7.615729158e-10	5.087623101e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7259200934000001	78.18892578	0.2851917556	16.38424281	0.7324363636	16.38424281	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8.468	1606486323.096	2020/11/27_15:12:03.096	1	3	5.745855105e-06	7.229984021000001e-06	1.599674976e-10	3.9667914789999996e-11	2.352480016e-11	1.8293305760000003e-09	5.4809866870000003e-08	4.477019033e-10	2.8917061450000004e-11	1.596005099e-11	1.151210061e-08	7.618685127e-10	5.104356937e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7277452039	78.14425643	0.28462687010000004	16.41318604	0.7358264349	16.41318604	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8.919	1606486323.5470002	2020/11/27_15:12:03.547	1	3	5.747222076000001e-06	7.2355273909999995e-06	1.5942103190000002e-10	3.948304877e-11	2.247099035e-11	1.8399376469999998e-09	5.4969898860000005e-08	4.514112416999999e-10	2.977315963e-11	1.502909949e-11	1.151972207e-08	7.729100137999999e-10	5.138988679e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7306554287	78.15556236	0.2827995068	16.37860675	0.7374595722	16.37860675	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9.37	1606486323.998	2020/11/27_15:12:03.998	1	3	5.748314834e-06	7.243849722999999e-06	1.610186706e-10	3.952706218e-11	2.320596146e-11	1.842048181e-09	5.4980880289999996e-08	4.482075822e-10	2.9128734149999995e-11	1.5854649189999998e-11	1.143770589e-08	7.714189842000001e-10	5.125816438e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7295333537	78.25170189	0.2854273125	16.27874903	0.7349634668	16.27874903	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9.821	1606486324.449	2020/11/27_15:12:04.449	1	3	5.748564035e-06	7.147324141e-06	1.5864613789999999e-10	3.987198419e-11	2.3156103769999998e-11	1.8369307190000001e-09	5.46570682e-08	4.460874448e-10	2.866510501e-11	1.508108222e-11	1.139296835e-08	7.702198324e-10	5.087863464e-10	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0.7281120282	78.21842915	0.2840945586	16.30420578	0.7341273987000001	16.30420578	xxxx	0	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
