,Time Relative (sec),Time Absolute (UTC),Time Absolute (Date_Time),Step,Ionizer_State,Pressure_(mBar),External_Pressure_(mBar),1_amu,2_amu_(Hydrogen),15_amu_(Methanol_/_CH3OH),18_amu_(Water),28_amu_(Nitrogen),29_amu_(Methanol_/_CH3OH),30_amu_(Methanol_/_CH3OH),31_amu_(Methanol_/_CH3OH),32_amu_(Oxygen),40_amu_(Argon),44_amu_(CO2),Periph:_Digital_In_0,Periph:_Digital_In_1,Periph:_Digital_In_13,Periph:_Digital_In_14,Periph:_Digital_In_15,Periph:_Digital_In_16,Periph:_Digital_In_17,Periph:_Digital_Out_2,Periph:_Digital_Out_3,Periph:_Digital_Out_4,Periph:_Digital_Out_5,Periph:_Digital_Out_6,Periph:_Digital_Out_7,Periph:_Digital_Out_8,Periph:_Digital_Out_9,Periph:_Digital_Out_10,Periph:_Digital_Out_11,Sig:_CO2_in_%,Sig:_N2_in_%,Sig:_H2_in_%,Sig:_H2O_in_%,Sig:_MeOH_in_%
116,53.54,1604671299.894,2020/11/06_15:01:39.894,1,3,5.768368737000001e-06,7.333244412e-06,1.418555551e-10,1.7195925239999998e-11,2.065342168e-11,1.629176904e-09,4.790135222e-08,4.008092747e-10,2.571709685e-11,1.0733882529999999e-11,1.048803799e-08,6.918401407000001e-10,4.698336165e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07655210559999999,78.04782896,0.259149735,17.08863231,0.7460993601000001
117,53.99100000000001,1604671300.345,2020/11/06_15:01:40.345,1,3,5.7645456760000006e-06,7.409533282000001e-06,1.4201560759999998e-10,1.6208591759999998e-11,1.935048649e-11,1.6310440779999999e-09,4.794863173e-08,3.995457298e-10,2.559912525e-11,1.094490557e-11,1.055348342e-08,6.998003842999999e-10,4.63102369e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07530985051,77.97421326,0.2573046825,17.16210739,0.7406383389
118,54.442,1604671300.796,2020/11/06_15:01:40.796,1,3,5.7651632229999996e-06,7.4379886429999985e-06,1.439186825e-10,1.720936761e-11,2.013363087e-11,1.621839107e-09,4.807050757e-08,3.990117958e-10,2.6550026069999998e-11,1.115216079e-11,1.049921305e-08,6.967908472e-10,4.563728215e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07414431568,78.09743966,0.26177564600000003,17.05747868,0.7422145246999999
119,54.893,1604671301.2470002,2020/11/06_15:01:41.247,1,3,5.766817139e-06,7.350132364e-06,1.4331112690000002e-10,1.7376482199999998e-11,1.971186929e-11,1.620394707e-09,4.803947817e-08,3.936397874e-10,2.591651199e-11,1.0382659140000001e-11,1.043635045e-08,6.952684539e-10,4.660735339e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07584790636,78.17851856,0.2614999102,16.98391507,0.7317530690999999
120,55.343999999999994,1604671301.698,2020/11/06_15:01:41.698,1,3,5.769413747000001e-06,7.322013971e-06,1.420466383e-10,1.708576509e-11,2.065196625e-11,1.63794267e-09,4.817235322e-08,3.896447609e-10,2.584292849e-11,1.091697132e-11,1.051616927e-08,6.942579288999999e-10,4.587194166e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07437955389999999,78.109581,0.2580269496,17.05155593,0.7248847831
121,55.795,1604671302.149,2020/11/06_15:01:42.149,1,3,5.7767529139999996e-06,7.355768048e-06,1.402339495e-10,1.7106024929999998e-11,1.95363465e-11,1.6041932230000001e-09,4.807953147e-08,3.8511877020000003e-10,2.629234677e-11,1.064692692e-11,1.04463993e-08,6.923984719e-10,4.623011349e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07521043297,78.21919753,0.25597184829999997,16.99494453,0.7184171267
122,56.246,1604671302.6,2020/11/06_15:01:42.600,1,3,5.773486464e-06,7.415213531000001e-06,1.384659748e-10,1.721523965e-11,1.949274422e-11,1.630358515e-09,4.8152344330000003e-08,3.7910238839999996e-10,2.528894628e-11,1.0509655650000001e-11,1.050797938e-08,6.904198879e-10,4.607018586e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07476832854,78.1475098,0.25265850289999997,17.05363327,0.7049872462000001
123,56.696999999999996,1604671303.051,2020/11/06_15:01:43.051,1,3,5.768754818e-06,7.395341981e-06,1.3880047109999998e-10,1.735347456e-11,1.989831043e-11,1.615284018e-09,4.79868163e-08,3.7775169100000004e-10,2.5773097199999996e-11,1.016083658e-11,1.05709006e-08,6.880718773e-10,4.76167196e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07742754019999999,78.02933885,0.2539153476,17.18889579,0.7050325570999999
124,57.148,1604671303.502,2020/11/06_15:01:43.502,1,3,5.765049536e-06,7.3755327320000005e-06,1.403047123e-10,1.653534948e-11,1.947769029e-11,1.620182433e-09,4.8163329319999996e-08,3.987393749e-10,2.5177278659999998e-11,1.037370016e-11,1.057213606e-08,6.897211691000001e-10,4.563820502e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07396598096,78.05845778,0.2541911764,17.13429382,0.7354232815999999
125,57.599,1604671303.9529998,2020/11/06_15:01:43.953,1,3,5.763930857999999e-06,7.313601145e-06,1.4132896240000001e-10,1.6739325199999997e-11,1.915446794e-11,1.632036062e-09,4.792318364e-08,3.901975132e-10,2.6360363540000002e-11,1.038337298e-11,1.049308995e-08,6.857364676e-10,4.708798282e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07670889328,78.06948099,0.2575018652,17.09381607,0.7267142644
126,58.05,1604671304.404,2020/11/06_15:01:44.404,1,3,5.768333722e-06,7.350132364e-06,1.422128804e-10,1.669599181e-11,1.9469103409999998e-11,1.638826852e-09,4.799954567e-08,4.022423505e-10,2.448823089e-11,9.936608827000001e-12,1.045140063e-08,6.940956142999999e-10,4.562514949e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07425419763999999,78.11848927,0.2586216359,17.00948659,0.7423544881999999
127,58.501000000000005,1604671304.855,2020/11/06_15:01:44.855,1,3,5.769565632e-06,7.3755327320000005e-06,1.4146053769999998e-10,1.6875913860000002e-11,2.005256898e-11,1.637025626e-09,4.780681806e-08,4.010784482e-10,2.594964348e-11,1.0684369190000001e-11,1.042749531e-08,6.919237405e-10,4.5334559019999995e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07404619366000001,78.08420297,0.2586153215,17.03151754,0.74768033
128,58.952,1604671305.306,2020/11/06_15:01:45.306,1,3,5.766782124e-06,7.294002444e-06,1.435432884e-10,1.668975375e-11,1.9131763879999997e-11,1.628988056e-09,4.782492624e-08,4.006678322e-10,2.547668673e-11,1.026232658e-11,1.046073805e-08,6.925300333e-10,4.523864616e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07383708280000001,78.05832708,0.261527287,17.07368472,0.7435156637
129,59.403,1604671305.7570002,2020/11/06_15:01:45.757,1,3,5.766106824e-06,7.338867363e-06,1.437631403e-10,1.679133568e-11,2.018252926e-11,1.626057067e-09,4.80031801e-08,3.949790772e-10,2.5488998060000002e-11,1.0698805560000001e-11,1.051539922e-08,6.954797294e-10,4.5535020200000006e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07404362691000001,78.0570546,0.2610745678,17.09888989,0.7339306578
130,59.854,1604671306.208,2020/11/06_15:01:46.208,1,3,5.783002507e-06,7.415213531000001e-06,1.427230556e-10,1.704011238e-11,1.9841711610000002e-11,1.601037192e-09,4.787394658e-08,3.923259495e-10,2.505576129e-11,9.718116069e-12,1.041956921e-08,6.939153141e-10,4.6214473220000004e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07546281219999999,78.17253749,0.2608745075,17.01393394,0.7298030904999999
131,60.305,1604671306.659,2020/11/06_15:01:46.659,1,3,5.763314220999999e-06,7.369882042e-06,1.401733313e-10,1.617112867e-11,1.9547911899999996e-11,1.593951859e-09,4.7843112580000003e-08,3.8416395069999995e-10,2.526434617e-11,1.013825916e-11,1.0406258079999999e-08,6.833416054999999e-10,4.501705606e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07359679719,78.21701734,0.25560204329999997,17.012824300000002,0.7178927559999999
132,60.756,1604671307.11,2020/11/06_15:01:47.110,1,3,5.775280897000001e-06,7.381178875e-06,1.38347736e-10,1.638301994e-11,1.950023996e-11,1.58529867e-09,4.768299533e-08,3.902601298e-10,2.588738078e-11,9.79392175e-12,1.03843325e-08,6.842493794e-10,4.552900071e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07465903002999999,78.19117759999999,0.2537294467,17.02835951,0.7304408765000001
133,61.207,1604671307.561,2020/11/06_15:01:47.561,1,3,5.764172784e-06,7.3755327320000005e-06,1.255029691e-10,1.673035321e-11,1.909714054e-11,1.595064303e-09,4.785036367e-08,3.929260528e-10,2.463723496e-11,1.014229586e-11,1.0408140129999999e-08,6.8960887e-10,4.532952486e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07409504039,78.2155701,0.23249270309999998,17.01300787,0.7303378095999999
134,61.658,1604671308.012,2020/11/06_15:01:48.012,1,3,5.765224614e-06,7.40384894e-06,1.385615372e-10,1.7214093e-11,1.95281534e-11,1.60239122e-09,4.777762541e-08,3.895324063e-10,2.487993665e-11,9.419466943e-12,1.0447193329999999e-08,6.849734113e-10,4.620151484e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0755451079,78.12224079,0.2547121417,17.08243443,0.7249475777
135,62.108999999999995,1604671308.4629998,2020/11/06_15:01:48.463,1,3,5.7655865929999994e-06,7.521119642000001e-06,1.4083469109999998e-10,1.5847779689999997e-11,1.9078840940000002e-11,1.604622435e-09,4.7744912019999996e-08,3.885301247e-10,2.5074033129999998e-11,9.832203628e-12,1.035287589e-08,6.865635283e-10,4.5548554509999996e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07462850771,78.22710453,0.2567146006,16.96255098,0.7250339676
136,62.56,1604671308.914,2020/11/06_15:01:48.914,1,3,5.765825334999999e-06,7.367050785e-06,1.4151439740000002e-10,1.675339555e-11,1.9136085079999997e-11,1.634577251e-09,4.790681274e-08,4.0139633280000003e-10,2.561439429e-11,9.896122116e-12,1.0440858840000001e-08,6.860764178999999e-10,4.557322922e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07431038637,78.11546001,0.258066875,17.02456175,0.7436103878
137,63.011,1604671309.365,2020/11/06_15:01:49.365,1,3,5.759216947000001e-06,7.378351256e-06,1.436077784e-10,1.6014141399999998e-11,1.885921454e-11,1.6313933539999999e-09,4.761754013e-08,3.882671684e-10,2.456957728e-11,9.915978628e-12,1.0412554370000001e-08,6.867210134e-10,4.626936334e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07585674754999999,78.06702881,0.26169367379999997,17.07096125,0.724004891
138,63.461999999999996,1604671309.816,2020/11/06_15:01:49.816,1,3,5.763146419e-06,7.133651252000001e-06,1.4199375009999998e-10,1.651634038e-11,2.041410964e-11,1.63009195e-09,4.786498309e-08,3.8960967789999996e-10,2.5497234529999998e-11,9.829878231000001e-12,1.048432985e-08,6.906337724e-10,4.562593359e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07440686005,78.05830628,0.25849855969999996,17.09786524,0.7262791028
139,63.913000000000004,1604671310.2670002,2020/11/06_15:01:50.267,1,3,5.764187335e-06,7.369882042e-06,1.4284946840000002e-10,1.621682649e-11,1.875021666e-11,1.620528378e-09,4.786308949e-08,3.936231063e-10,2.5746375520000002e-11,9.236439737999999e-12,1.040724751e-08,6.910345074e-10,4.640981002e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07579001068,78.16330345,0.2597648252,16.99566103,0.7305594761
140,64.36399999999999,1604671310.718,2020/11/06_15:01:50.718,1,3,5.763357876e-06,7.364220437000001e-06,1.42609563e-10,1.61596049e-11,1.958802912e-11,1.6047277949999999e-09,4.784309127e-08,3.903737611e-10,2.5553279980000002e-11,9.868965887999999e-12,1.056220356e-08,6.96361302e-10,4.535580245e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07392248777,77.97635889,0.2587675941,17.21465218,0.7259026229000001
141,64.815,1604671311.169,2020/11/06_15:01:51.169,1,3,5.763160061000001e-06,7.302392078e-06,1.414235395e-10,1.711647317e-11,1.920959052e-11,1.584743448e-09,4.7941270510000006e-08,3.844992658e-10,2.483192298e-11,9.167335293999999e-12,1.043977704e-08,6.910285122000001e-10,4.569988138e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07455269205,78.20919155,0.2586349108,17.03097381,0.7140569578
142,65.266,1604671311.62,2020/11/06_15:01:51.620,1,3,5.762807176999999e-06,7.395341981e-06,1.3988048219999999e-10,1.6091440679999998e-11,1.938927144e-11,1.565543917e-09,4.7897696480000004e-08,3.905005486e-10,2.459326666e-11,9.334879224e-12,1.044628029e-08,6.881777924999999e-10,4.504784393e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07355646373,78.20985127,0.254679072,17.05723004,0.7246890697
143,65.717,1604671312.071,2020/11/06_15:01:52.071,1,3,5.767143193e-06,7.40384894e-06,1.398129945e-10,1.6531970240000002e-11,1.875774362e-11,1.591189847e-09,4.781396257e-08,3.9145972569999997e-10,2.603570831e-11,9.431094794e-12,1.037069897e-08,6.869080304999999e-10,4.555808161e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07455052057999999,78.24200831,0.2558404151,16.97044694,0.729310659
144,66.168,1604671312.522,2020/11/06_15:01:52.522,1,3,5.77071205e-06,7.333244412e-06,1.373774011e-10,1.62476612e-11,1.9042293780000003e-11,1.60846525e-09,4.7795751360000004e-08,3.890108236e-10,2.501155186e-11,8.820180697000001e-12,1.039819963e-08,6.842179046e-10,4.523289382e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07399776675,78.19041768,0.2513195723,17.01070805,0.7228918889
145,66.619,1604671312.9729998,2020/11/06_15:01:52.973,1,3,5.766737103999999e-06,7.322013971e-06,1.3977839719999997e-10,1.715100978e-11,1.90145677e-11,1.636323299e-09,4.7628443410000005e-08,3.8937819639999996e-10,2.522801586e-11,9.018313872999998e-12,1.0364086479999999e-08,6.839030453e-10,4.65217552e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07631665932,78.13212709,0.2574350008,17.00177591,0.7261277391
146,67.07,1604671313.424,2020/11/06_15:01:53.424,1,3,5.767808943e-06,7.429443031e-06,1.419024065e-10,1.5898725039999998e-11,1.89000534e-11,1.6350693019999999e-09,4.782853935e-08,4.0444148030000003e-10,2.5253039240000002e-11,9.525208747e-12,1.03122213e-08,6.905778727000001e-10,4.5610654139999996e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07461506897999999,78.24333656,0.2581489465,16.86989845,0.7494441759999999
147,67.521,1604671313.875,2020/11/06_15:01:53.875,1,3,5.768485153000001e-06,7.358587027000001e-06,1.4349431369999998e-10,1.645871286e-11,1.8538443350000003e-11,1.6346926039999998e-09,4.778849672e-08,4.0473296939999994e-10,2.492846728e-11,9.534315178e-12,1.037918551e-08,6.86930679e-10,4.5193866009999997e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07390392482000001,78.14683231,0.2615655064,16.97271363,0.7485164809999999
148,67.972,1604671314.326,2020/11/06_15:01:54.326,1,3,5.766454251e-06,7.40384894e-06,1.4231182900000001e-10,1.647743227e-11,1.883744723e-11,1.628330693e-09,4.761922412e-08,3.8842024039999996e-10,2.4052237630000002e-11,8.888715285e-12,1.041387598e-08,6.792285068e-10,4.6331539299999997e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07597080551,78.08224956,0.2603701122,17.07585284,0.7218030269
149,68.423,1604671314.7770002,2020/11/06_15:01:54.777,1,3,5.768548817000001e-06,7.412364539e-06,1.408610589e-10,1.639259561e-11,1.907718081e-11,1.61769742e-09,4.787760233e-08,4.027085332e-10,2.483485986e-11,8.983608128e-12,1.04001634e-08,6.836951005e-10,4.5225947989999996e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07385366566000001,78.18379917,0.25679414899999997,16.98339614,0.7439985323999999
150,68.874,1604671315.228,2020/11/06_15:01:55.228,1,3,5.763875379e-06,7.398177331000001e-06,1.4288938090000002e-10,1.591680607e-11,1.81343985e-11,1.6226076039999999e-09,4.788298114e-08,3.897389633e-10,2.478524851e-11,8.87534924e-12,1.041416819e-08,6.892361126e-10,4.5021479600000004e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07349923094,78.17073805,0.259256975,17.00151483,0.7208205228
151,69.325,1604671315.679,2020/11/06_15:01:55.679,1,3,5.776477792e-06,7.344493497000001e-06,1.402099825e-10,1.6244795439999998e-11,1.888195503e-11,1.604365529e-09,4.7813909280000003e-08,3.8835917810000006e-10,2.479049431e-11,9.122080694999999e-12,1.042426501e-08,6.90098978e-10,4.534797884e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07412756452000001,78.15847002,0.2557470464,17.03990777,0.7211269565
152,69.77600000000001,1604671316.13,2020/11/06_15:01:56.130,1,3,5.7686852410000005e-06,7.378351256e-06,1.391706611e-10,1.688277122e-11,1.934690949e-11,1.5776135949999999e-09,4.780661911e-08,3.8735611939999997e-10,2.488913416e-11,8.789159504e-12,1.040470732e-08,6.854779522000001e-10,4.594647926e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07517815045,78.22173237,0.2553363958,17.02430012,0.7205569144
153,70.227,1604671316.581,2020/11/06_15:01:56.581,1,3,5.770725238e-06,7.361406915e-06,1.27438074e-10,1.575728784e-11,1.84243263e-11,1.57671376e-09,4.75629065e-08,3.88331256e-10,2.470806545e-11,8.939194003e-12,1.03996074e-08,6.886707871000001e-10,4.5633823109999995e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0749851706,78.15502659,0.23529759079999998,17.08856023,0.7236667887
154,70.678,1604671317.032,2020/11/06_15:01:57.032,1,3,5.768150459e-06,7.3473083829999995e-06,1.3624530669999998e-10,1.701296222e-11,1.858573538e-11,1.5909951130000002e-09,4.786118168e-08,3.8905823010000006e-10,2.535666122e-11,8.724331153e-12,1.0438355959999999e-08,6.918595696e-10,4.562538888e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07452328076,78.17516448,0.25032792670000004,17.04972935,0.7215016431999999
155,71.12899999999999,1604671317.4829998,2020/11/06_15:01:57.483,1,3,5.771826181e-06,7.358587027000001e-06,1.420043805e-10,1.607244719e-11,1.853962643e-11,1.63112146e-09,4.789390218e-08,3.908187662e-10,2.45458185e-11,8.056522463e-12,1.0393203629999999e-08,6.857541202000001e-10,4.579979104e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07477539033,78.19435741,0.2580853804,16.96854594,0.7215706801
156,71.58,1604671317.934,2020/11/06_15:01:57.934,1,3,5.771047654000001e-06,7.3276269179999995e-06,1.427772345e-10,1.696388516e-11,1.906226912e-11,1.640743541e-09,4.77884754e-08,4.0335498829999997e-10,2.520520251e-11,8.189717134e-12,1.043977527e-08,6.839926403e-10,4.660561173e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0761341187,78.06642426,0.26095032149999997,17.05423574,0.7446068639
157,72.031,1604671318.385,2020/11/06_15:01:58.385,1,3,5.772321856000001e-06,7.350132364e-06,1.408981265e-10,1.6631725510000002e-11,1.8316162820000002e-11,1.647444514e-09,4.779570162e-08,4.064382164e-10,2.430876334e-11,8.802176869e-12,1.036242203e-08,6.93165858e-10,4.49247306e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07345556826,78.14983809,0.2575740498,16.94339818,0.7486468316
158,72.482,1604671318.836,2020/11/06_15:01:58.836,1,3,5.775385944e-06,7.358587027000001e-06,1.442563291e-10,1.651148315e-11,1.8550208240000003e-11,1.6292718289999998e-09,4.777388796e-08,4.040835166e-10,2.473613155e-11,8.746972763999999e-12,1.040801045e-08,6.895330972999999e-10,4.508571294e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07371442453,78.10954799,0.2628528195,17.01693177,0.7457437709999999
159,72.933,1604671319.2870002,2020/11/06_15:01:59.287,1,3,5.772493751000001e-06,7.418055702000001e-06,1.406097322e-10,1.641154573e-11,1.875604533e-11,1.619316681e-09,4.752095606e-08,3.897195622e-10,2.433173628e-11,7.940956052e-12,1.04568576e-08,6.866759937999999e-10,4.53517883e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07443636173,77.99663934,0.2577206563,17.16294912,0.7234047677
160,73.384,1604671319.738,2020/11/06_15:01:59.738,1,3,5.769819381e-06,7.44369072e-06,1.4255045749999998e-10,1.628088636e-11,1.963342856e-11,1.610325429e-09,4.788303443e-08,3.889515376e-10,2.468830695e-11,8.48028852e-12,1.037245223e-08,6.905060412000001e-10,4.501745851e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07355563053,78.23779718,0.25952019579999996,16.94791952,0.7217968948000001
161,73.835,1604671320.189,2020/11/06_15:02:00.189,1,3,5.77325909e-06,7.367050785e-06,1.398313826e-10,1.685907663e-11,1.821021459e-11,1.598724375e-09,4.7850260639999995e-08,3.895231637e-10,2.530052383e-11,8.361779151e-12,1.035785147e-08,6.890253923e-10,4.535491427e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07418291033,78.26432156,0.2562843404,16.94139607,0.7219507913
162,74.286,1604671320.64,2020/11/06_15:02:00.640,1,3,5.769442396e-06,7.4351305560000005e-06,1.3858644790000002e-10,1.6538588209999998e-11,1.844904611e-11,1.574455122e-09,4.782846119e-08,3.8656133849999996e-10,2.4683548610000002e-11,8.517254610000001e-12,1.04436948e-08,6.87946089e-10,4.526367475e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07399270677,78.18537323,0.2535835053,17.07234888,0.7163455486
163,74.737,1604671321.091,2020/11/06_15:02:01.091,1,3,5.769521067000001e-06,7.288414507999999e-06,1.389436899e-10,1.668194922e-11,1.894514233e-11,1.580857445e-09,4.7471967689999996e-08,3.875643417e-10,2.488553114e-11,7.834895926e-12,1.034265651e-08,6.857295287e-10,4.537661913e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07472915107000001,78.1799066,0.2562943674,17.03295564,0.7233522244
164,75.188,1604671321.542,2020/11/06_15:02:01.542,1,3,5.767882612000001e-06,7.398177331000001e-06,1.3645269640000002e-10,1.645754366e-11,1.812960546e-11,1.588465581e-09,4.748838833e-08,3.904008783e-10,2.449236126e-11,8.215200221000001e-12,1.034061192e-08,6.836622379e-10,4.466117753e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07352852068,78.1831366,0.2517457973,17.02440329,0.7264380951
165,75.639,1604671321.9929998,2020/11/06_15:02:01.993,1,3,5.7702623049999996e-06,7.350132364e-06,1.422425372e-10,1.644800095e-11,1.814603155e-11,1.615974687e-09,4.7861281160000005e-08,3.8976089019999996e-10,2.496972941e-11,8.372403465e-12,1.032355978e-08,6.871013203e-10,4.524785061e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07401529997999999,78.29028418,0.259582005,16.88702036,0.7217841446
166,76.09,1604671322.444,2020/11/06_15:02:02.444,1,3,5.77097444e-06,7.3276269179999995e-06,1.4254498969999998e-10,1.660605854e-11,1.811166148e-11,1.6201922029999999e-09,4.752653027e-08,3.882434929e-10,2.3799962e-11,7.714795816e-12,1.033169994e-08,6.853050905e-10,4.619082894e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07596308823,78.1597147,0.2617317203,16.9909883,0.7200985896
167,76.541,1604671322.895,2020/11/06_15:02:02.895,1,3,5.769304607e-06,7.3925098150000005e-06,1.410527112e-10,1.670277631e-11,1.870097653e-11,1.639455238e-09,4.777217555e-08,4.068785864e-10,2.448089474e-11,8.098298941e-12,1.0385885929999999e-08,6.877377001e-10,4.4528491999999996e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07282359034,78.12843385,0.2579993276,16.98547308,0.7492902656
168,76.992,1604671323.346,2020/11/06_15:02:03.346,1,3,5.765507467e-06,7.324811122000001e-06,1.4243622949999999e-10,1.605752857e-11,1.864357974e-11,1.633361002e-09,4.759383998e-08,3.879692956e-10,2.464634746e-11,7.593441501e-12,1.03672626e-08,6.867882929e-10,4.49586722e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07379521885,78.12058643,0.2601518459,17.01683736,0.7203332932
169,77.443,1604671323.7970002,2020/11/06_15:02:03.797,1,3,5.769824384e-06,7.420899237000001e-06,1.472624384e-10,1.676210906e-11,1.851457876e-11,1.604495758e-09,4.744653026e-08,3.863389053e-10,2.4541348120000002e-11,8.324040242e-12,1.034397457e-08,6.845774502999999e-10,4.593855851e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07564734273,78.13053026,0.27010035920000003,17.03349462,0.7207947013
170,77.89399999999999,1604671324.248,2020/11/06_15:02:04.248,1,3,5.7689544520000005e-06,7.44369072e-06,1.467283378e-10,1.690500864e-11,1.846336799e-11,1.6158280269999999e-09,4.7704762810000005e-08,3.879948307e-10,2.391631511e-11,7.21529737e-12,1.0463530490000001e-08,6.796487817000001e-10,4.502859891e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07368447521,78.06373056,0.2677684306,17.12244599,0.716068818
171,78.345,1604671324.699,2020/11/06_15:02:04.699,1,3,5.773197245e-06,7.378351256e-06,1.390955129e-10,1.570717861e-11,1.851667084e-11,1.605292899e-09,4.753022864e-08,3.8765976539999996e-10,2.449413762e-11,7.643970526000001e-12,1.035706898e-08,6.891194282e-10,4.482587218e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07370293963999999,78.14945705,0.2545274163,17.02914841,0.7206791265000001
172,78.796,1604671325.15,2020/11/06_15:02:05.150,1,3,5.772677468e-06,7.418055702000001e-06,1.315660497e-10,1.655198374e-11,1.8010017089999998e-11,1.5927684730000001e-09,4.74829065e-08,3.864470133e-10,2.5247713639999997e-11,8.137531447e-12,1.02915001e-08,6.820847775e-10,4.446296456e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0732748793,78.25173774,0.24409823170000003,16.96037218,0.7215632201000001
173,79.247,1604671325.601,2020/11/06_15:02:05.601,1,3,5.770522421000001e-06,7.372707387e-06,1.391760596e-10,1.600946632e-11,1.821123981e-11,1.5831170820000001e-09,4.7644807210000004e-08,3.8705072480000003e-10,2.418150402e-11,7.667707614999999e-12,1.037880537e-08,6.887611592e-10,4.4872310729999994e-11,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.07364246177999999,78.192561,0.2546836562,17.03323866,0.7173676275
